name,price,product_url,브랜드,부위,gender,collaborate,uniform,sport,image_path,prob_cute,prob_hiphop,prob_classic,prob_interview,prob_date(first),prob_maturity,prob_luxury,prob_date,prob_casual,prob_young,prob_sexy,prob_trip,prob_beautiful,prob_lovely,prob_unique,prob_pretty,prob_picnic,prob_pattern,prob_Scary,prob_influencer,prob_work,prob_nice,prob_party,prob_sports,prob_art,predicted_labels
챌린저 드라이 핏 우븐 러닝 팬츠 M - 블랙 / FQ4781-010,95000,https://www.musinsa.com/products/3975921,nike,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드라이 핏 클럽 스트럭처 스우시 캡 - 블랙:화이트 / FB5625-010,35000, https://www.musinsa.com/products/4208150,nike,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드라이 핏 폼 7인치 언라인드 버서타일 쇼츠 M - 블랙:화이트 / DV9858-010,55000,https://www.musinsa.com/products/4172811,nike,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스트라이드 드라이 핏 우븐 러닝 팬츠 M - 블랙 / HV4545-010,115000,https://www.musinsa.com/products/4851405,nike,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드라이 핏 챌린저 7인치 투인원 버서타일 쇼츠 M - 블랙 / DV9358-010,59000,https://www.musinsa.com/products/4851379,nike,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG Lungs 써마 핏 리펠 터프 플리스 팬츠 M - 블랙:앤트러사이트:서밋 화이트 / FV8651-010,145000,https://www.musinsa.com/products/4668537,nike,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG 스미스 서밋 카고 팬츠 M - 블랙:안트라사이트:서밋 화이트 / FN0429-010,239000,https://www.musinsa.com/products/4577688,ACG,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deux 트랙 팬츠 - 블루 / IU4782,54990,https://www.musinsa.com/products/3625384,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시티 스케이트 팬츠 - 카키 / JC6838,86990,https://www.musinsa.com/products/4415135,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오운더런 3S 팬츠 IK4982,71200,https://www.musinsa.com/products/4160587,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아약스 트랙 팬츠 - 블랙 / IN4718,42990,https://www.musinsa.com/products/3167990,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스케이트보딩 GATSELE 트랙 팬츠 - 블랙:화이트 / JC5172,88990,https://www.musinsa.com/products/4776187,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오운더런 3S 투인원 쇼츠 IQ3808,69000,https://www.musinsa.com/products/4929325,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
트레포일 캡 - 화이트 / FJ2544,16990, https://www.musinsa.com/products/1230018,adidas,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커먼 브러쉬 와이드 데님 팬츠 [워시드 블랙],32890, https://www.musinsa.com/products/4644793,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백 사틴 오피서 팬츠 [카키 브라운],35890,https://www.musinsa.com/products/4210186,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[그린]리사이클 레귤러 핏 데님 팬츠 [미디엄 인디고],34890,https://www.musinsa.com/products/2447778,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빅 브러쉬 벌룬 데님 팬츠 [옐로우 다크 블루],34890, https://www.musinsa.com/products/4644800,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시티 레저 와이드 벨티드 카고 팬츠 [그레이쉬 베이지],53390,https://www.musinsa.com/products/3757183,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONE 슬림 크롭 데님 팬츠 [라이트 인디고],26890, https://www.musinsa.com/products/2993134,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코튼 와이드 퍼티그 벌룬 팬츠 [베이지],37090,https://www.musinsa.com/products/2602328,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스트레이트 데님 팬츠 [블랙],30890,https://www.musinsa.com/products/2391746,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코튼 와이드 벌룬 팬츠 [라이트 베이지],34890,https://www.musinsa.com/products/2350605,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코튼 파라슈트 카고 팬츠 [카키],36890,https://www.musinsa.com/products/3378539,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2PACK]4WAY 사방스판 스트링 카고 와이드 팬츠,39900,https://www.musinsa.com/products/4114769,moodinsight,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나일론 파라슈트 팬츠 [블랙],32190,https://www.musinsa.com/products/3411538,musinsa standard,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parachute Nylon Cargo Pants - Light Khaki,49800,https://www.musinsa.com/products/3528678,낫포너드,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ONEMILE WEAR] 2PACK 스몰아치 쇼츠 그레이/블랙,39200,https://www.musinsa.com/products/2447662,예일,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONLY ON ATM BALL CAP [NAVY],62000,https://www.musinsa.com/products/4866558,애프터매스,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,29800,https://www.musinsa.com/products/4757347,언탭트 스튜디오,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEV:3 SUNGLASS CUT BALLCAP_BLACK,40500,https://www.musinsa.com/products/4815052,노드랩스,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46801XX 1946 NEX Model Selvedge Denim Jeans,187200,https://www.musinsa.com/products/4578460,브론슨,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OASIS BALL CAP (BLACK),58000,https://www.musinsa.com/products/4866340,애프터매스,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[스트링 OR 카고 선택] 나일론 팬츠_9COLOR,49000,https://www.musinsa.com/products/4289576,코드그라피,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ONLY OUTLET][나일론] 세미 와이드 스트링 카고팬츠 [베이지],32500,https://www.musinsa.com/products/1329423,모더먼트,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MUT lab] W.W. II SELVEDGE STRAIGHT PANTS_INDIGO,115200,https://www.musinsa.com/products/4261761,outstanding,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폼 드라이 핏 오픈 헴 다용도 팬츠 M - 블랙 / FB7491-010,65550,https://www.musinsa.com/products/4179744,나이키,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
워시드 와이드 치노 팬츠 [베이지],58000,https://www.musinsa.com/products/4743503,알리스,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap - Classic - Athletics - Shadowcast,60000,https://www.musinsa.com/products/4907857,씨엘르 애슬레틱,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F 시리즈 딥워터 캡,55000,https://www.musinsa.com/products/4649611,프랙텔,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELTED CARGO PANTS_OLIVE,68600,https://www.musinsa.com/products/3059989,outstanding,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC - WWMCity - London,62400,https://www.musinsa.com/products/4993092,씨엘르 애슬레틱,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159_infront.jpg,159_back.jpg",11400,https://www.musinsa.com/products/3599082,푸마,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테크니컬 7부 팬츠 ver.2,33000,https://www.musinsa.com/products/2660697,준타스,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에센셜 러닝 캡(02314826) 모자,14400,https://www.musinsa.com/products/3754491,푸마,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
리가 베이스레이어 숏 타이츠(65592403),23400,https://www.musinsa.com/products/4331677,푸마,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티로 23 리그 쇼츠 IB8083,31200,https://www.musinsa.com/products/3249732,adidas,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZD 테크니컬 롱팬츠 (블랙) (ZD21P006),39000,https://www.musinsa.com/products/3338581,제트디 스포츠,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC QA - WWMCity - New York - Navy,78000,https://www.musinsa.com/products/4951083,씨엘르 애슬레틱,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS 캡(05291901),12600,https://www.musinsa.com/products/4623811,푸마 ,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC - WWMCity - Seoul - Cerulean,78000,https://www.musinsa.com/products/4951092,씨엘르 애슬레틱,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400580.100 러닝 모자 Black,19250,https://www.musinsa.com/products/4621273,조마,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팀라이즈 트레이닝 니트 쇼츠(65733606) 남자 반바지,17400,https://www.musinsa.com/products/4231433,푸마,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC - Classic - C Plus Box - Whitaker M/L,66000,https://www.musinsa.com/products/4907830,씨엘르 애슬레틱,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC - Comp - C cube - White M/L,78000,https://www.musinsa.com/products/4907833,씨엘르 애슬레틱,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCap SC - Comp - WWMCity - Paris,78000,https://www.musinsa.com/products/4951086,씨엘르 애슬레틱,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우븐 조거 팬츠(베이지),42900,https://www.musinsa.com/products/3794609 ,나인티플러스,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에센셜 러닝 5 패널 캡(02616804),17400,https://www.musinsa.com/products/4672298,푸마,hat,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivet Edge Bermuda Shorts Brown,169200,https://www.musinsa.com/products/4960100,기준 맨,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essential Raw Denim Bermuda Shorts Blue,124200,https://www.musinsa.com/products/4960102,기준 맨,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nus Wide One Tuck Denim Pants,39900,https://www.musinsa.com/products/3534448,디스펑트,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Wide Dart Denim Pants BLACK,54600,https://www.musinsa.com/products/3575486,어반드레스,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Two Tuck Wide Jeans (L.Blue),62300,https://www.musinsa.com/products/3044076,포트너스,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda Damage Washing Hoodie_Charcoal,49900,https://www.musinsa.com/products/4738395,혼다 모터사이클,outer,male,,,,"228_infront.jpg,228_back.jpg",0.146885559,0.168597475,0.407757521,0.091646604,0.166405842,0.124157898,0.10606008,0.28178075,0.47342971,0.16850771,0.102833144,0.167855501,0.14124316,0.084319063,0.20202142,0.090924457,0.267283946,0.190368026,0.1570784,0.122416541,0.121525392,0.152258173,0.13540414,0.286942452,0.115300506,casual
카펜터 데님 팬츠 블랙,54900,https://www.musinsa.com/products/3048710,해브어웨일,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanya Fur Blouson Jacket - Black,128000,https://www.musinsa.com/products/3799351,낫포너드,outer,male,,,,"230_infront.jpg,230_back.jpg",0.068527415,0.095189013,0.170786947,0.067083351,0.102262326,0.067783609,0.076564036,0.14603141,0.20619005,0.07929799,0.050094932,0.082133673,0.074530117,0.065416396,0.107500643,0.067044854,0.140331164,0.136002406,0.077330463,0.082451433,0.078249045,0.100148469,0.091653913,0.10009256,0.081033103,casual
드라이 핏 클럽 스트럭처 스우시 캡 - 블랙:화이트 / FB5625-010,35000,https://www.musinsa.com/products/4208150,nike,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
리버시블 왁싱 MA-1_2colors(V15JK304),27400,https://www.musinsa.com/products/2273689,밴웍스,outer,male,,,,"231_infront.jpg,231_back.jpg",0.051785812,0.07138487,0.143329695,0.061935358,0.077292219,0.061079267,0.059299305,0.107647724,0.140090853,0.06363941,0.054349042,0.069731303,0.058831211,0.060512301,0.082847252,0.05787047,0.107342474,0.101765841,0.057658363,0.066622682,0.061813645,0.068530329,0.06505508,0.099916346,0.059104778,classic
시티보이 유니버스 오버랩 빅 오버핏 롱슬리브 트임 긴팔 티셔츠 6COLOR,25900,https://www.musinsa.com/products/4373431,언탭트 스튜디오,top,male,,,,"233_infront.jpg,233_back.jpg",0.210019946,0.221852124,0.512402594,0.117482319,0.181955189,0.132712781,0.142142862,0.283680916,0.481580585,0.207935482,0.108994409,0.183046028,0.196485326,0.130737275,0.235378623,0.147908881,0.31458804,0.26875791,0.187563419,0.124850035,0.135005519,0.200759381,0.160666466,0.229062662,0.200584978,classic
TCM starfish chino pants (brown),92650,https://www.musinsa.com/products/4293047,더콜디스트모먼트,bottom,both,,,,"234_infront.jpg,234_back.jpg",0.099734187,0.137368262,0.493909121,0.116536722,0.206273913,0.138443694,0.126779467,0.278726012,0.389906675,0.142783925,0.089583762,0.154675782,0.133931965,0.09578269,0.186392501,0.101775452,0.272610158,0.305782706,0.098518118,0.120291203,0.132838249,0.158276588,0.152028143,0.259795874,0.130125359,classic
바이오워싱 와이드 카펜터 데님 팬츠_더스트블랙,29900,https://www.musinsa.com/products/4308176,디미트리블랙,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2WAY 크롭 데님 블루종 자켓_블랙,33900,https://www.musinsa.com/products/3469202,디미트리블랙,outer,both,,,,"236_infront.jpg,236_back.jpg",0.064898767,0.06894996,0.113396712,0.075137042,0.071747795,0.06712015,0.069752827,0.091686942,0.125646517,0.062961027,0.06336657,0.069620065,0.064796619,0.069697224,0.072950207,0.070268422,0.094030268,0.096085019,0.063171938,0.074854985,0.066457957,0.070445247,0.070085034,0.082152925,0.071630493,casual
TCM starfish half sweat pants (black),71100,https://www.musinsa.com/products/3936664,더콜디스트모먼트,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웨이브 블록 울 해링턴 자켓 [BLACK],139200,https://www.musinsa.com/products/3438303,드로우핏,outer,male,,,,"237_infront.jpg,237_back.jpg",0.076699264,0.110557728,0.291606277,0.11675103,0.145151362,0.099323466,0.104666114,0.176125616,0.231486961,0.100060672,0.072318606,0.114669204,0.089825109,0.089902848,0.1239141,0.093203858,0.184484437,0.168620691,0.08194527,0.08511588,0.110282645,0.106306948,0.111538343,0.133624911,0.102361195,classic
유틸리티 카고 조거팬츠(블랙),74000,https://www.musinsa.com/products/2755334,빈트릴,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Off Capital Cap Black,69000,https://www.musinsa.com/products/4290152,썬러브,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(공용) 퍼슈트 울트라 캡 - 어비스:화이트 / FOS9014846EX,49000,https://www.musinsa.com/products/4834331,오클리,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빅사이즈 워싱 볼캡 XL HIGH EA DENIM CAP BLACK,51750,https://www.musinsa.com/products/4105642,플래토,hat,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세미 와이드 치노 팬츠 - 5 COLOR,19900,https://www.musinsa.com/products/2396607,수아레,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쿨 린넨라이크 케이블 카라 숏 슬리브 니트 10 COLOR,14900,https://www.musinsa.com/products/3859184,커스텀어클락,top,both,,,,"239_infront.jpg,239_back.jpg",0.110736713,0.142077237,0.603231549,0.09481892,0.231408596,0.160286859,0.128537878,0.295112222,0.483947068,0.14383173,0.088024653,0.164524436,0.136197999,0.099148728,0.19660899,0.087349921,0.300903767,0.318731248,0.118280947,0.11171706,0.12167535,0.165134206,0.148452789,0.278696746,0.116222717,classic
유니섹스 세미 와이드 밴딩 슬랙스 블랙,29900,https://www.musinsa.com/products/750908,후러브스아트,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에센셜 라운드 니트 가디건 - 5 COLOR,39900,https://www.musinsa.com/products/3025211,수아레,outer,male,,,,"240_infront.jpg,240_back.jpg",0.088887513,0.120507941,0.502301931,0.107158825,0.20232819,0.128451288,0.110824443,0.253577977,0.399007887,0.121106274,0.072563604,0.150077775,0.102959134,0.087280206,0.163611978,0.080983974,0.257215559,0.225782171,0.088628881,0.090695091,0.113148071,0.133362487,0.137026519,0.214442849,0.105806172,classic
원턱 세미 와이드 히든 밴딩 슬랙스 [베이지],19900,https://www.musinsa.com/products/3826664,리메인세컨드,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커브드 투웨이 항공 패딩 점퍼 블랙 5COLOR COOSJP045BLACK,78400,https://www.musinsa.com/products/3440439,커스텀어클락,outer,male,,,,"241_infront.jpg,241_back.jpg",0.051166207,0.068356164,0.129505247,0.069927596,0.07185626,0.062420446,0.062564261,0.089578688,0.113364153,0.061501965,0.051194772,0.068421379,0.054438259,0.059956335,0.069222026,0.060111873,0.092089817,0.079415783,0.053860676,0.054598618,0.068117008,0.062945008,0.067334533,0.065672174,0.058428261,classic
루즈핏 카라드 자켓_네이비,95200,https://www.musinsa.com/products/4375424,키뮤어,outer,male,,,,"242_infront.jpg,242_back.jpg",0.058862932,0.083511345,0.171796083,0.079537265,0.093099289,0.06593556,0.073304087,0.118065171,0.138958469,0.074166305,0.057236787,0.081131533,0.06737081,0.073975362,0.089686103,0.071562096,0.117750794,0.100220926,0.063809969,0.072740987,0.073285937,0.075194292,0.083434701,0.083746187,0.073105879,classic
,23840,https://www.musinsa.com/products/3478417,지오다노,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118400,https://www.musinsa.com/products/4305642,드로우핏,outer,male,,,,"244_infront.jpg,244_back.jpg",0.073950961,0.108414553,0.296593189,0.116347767,0.150602266,0.094610006,0.101598039,0.172672614,0.237078458,0.095895521,0.068706371,0.112061352,0.085777774,0.087500885,0.12715365,0.087876365,0.181562096,0.177592754,0.078193724,0.077870034,0.100237675,0.100592487,0.109175742,0.127158985,0.103181638,classic
집업 블루종 072551 [2color],49000,https://www.musinsa.com/products/2371128,지오다노,outer,male,,,,"246_infront.jpg,246_back.jpg",0.051821131,0.070461936,0.124524012,0.063743785,0.063263126,0.071645223,0.061966468,0.099319063,0.116410583,0.063249893,0.060011946,0.072631568,0.06146339,0.060849182,0.069463201,0.06163891,0.091862299,0.070086569,0.057639673,0.064386249,0.070515677,0.063492842,0.069391534,0.076710485,0.055501744,classic
[드로우핏X깡스타일리스트] 투턱 밴딩 와이드 슬랙스 [GREY],49800,https://www.musinsa.com/products/3154648,드로우핏,bottom,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[with 김무열]트위드 니트 자켓,59900,https://www.musinsa.com/products/4252588,수아레,outer,both,,,,"249_infront.jpg,249_back.jpg",0.079680152,0.112859495,0.236617014,0.110826671,0.156487823,0.109469578,0.100407921,0.169253036,0.199488267,0.100262046,0.071036637,0.104197122,0.086404674,0.094752587,0.117484346,0.097910725,0.163554668,0.159607038,0.091130465,0.092526883,0.113595024,0.108798951,0.117234044,0.121050082,0.09205085,classic
울 (WOOL) 숏카라 블루종_블랙,129000,https://www.musinsa.com/products/4502391,키뮤어,outer,male,,,,"250_infront.jpg,250_back.jpg",0.064291835,0.080982625,0.138117865,0.070438437,0.07694827,0.069619797,0.072620906,0.104200251,0.124706037,0.070174553,0.069095753,0.077277139,0.066611156,0.073205248,0.082353421,0.068075642,0.101947092,0.101264246,0.066099182,0.068786927,0.06524469,0.072055452,0.074205682,0.076952457,0.068978399,classic
[리뉴얼ver.] 소프트 베이직 브이넥 가디건 빈티지브라운 COOSCD001VBROWN,47200,https://www.musinsa.com/products/1130212,커스텀어클락,outer,male,,,,"251_infront.jpg,251_back.jpg",0.080583803,0.123333067,0.38479197,0.131851032,0.170996428,0.106692724,0.107989125,0.207252711,0.304473639,0.113617212,0.071157381,0.123216286,0.097668976,0.086837113,0.147683769,0.095248796,0.214245588,0.201080322,0.090562105,0.086640865,0.123956293,0.128406227,0.126466379,0.174213141,0.109522946,classic
오버핏 볼륨 워셔블 하프집업 하찌 니트_6COLOR,9900,https://www.musinsa.com/products/4348446,리메인세컨드,outer,male,,,,"252_infront.jpg,252_back.jpg",0.08209876,0.11930988,0.411152899,0.101819709,0.172711149,0.116764702,0.105207913,0.230511054,0.33144334,0.110523999,0.07340087,0.131259188,0.106036007,0.087447517,0.144744992,0.092939608,0.241086766,0.239680842,0.088850901,0.0998362,0.115470648,0.134735972,0.127531186,0.190681919,0.105326362,classic
[with 김무열]MA-1 니트 블루종 - 3 COLOR,59900,https://www.musinsa.com/products/4482587,수아레,outer,male,,,,"253_infront.jpg,253_back.jpg",0.071302854,0.097034208,0.195520163,0.079519995,0.107085757,0.094416298,0.085041746,0.139955625,0.1722828,0.086857051,0.072480835,0.095806003,0.075946592,0.082035027,0.100463584,0.077164203,0.129945621,0.121588722,0.072669283,0.070793293,0.088136591,0.092813894,0.094436616,0.116629899,0.075009041,classic
인버티드 와이드 슬랙스 - 4 COLOR COOSPT205,38900,https://www.musinsa.com/products/3057082,커스텀어클락,bottom,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
린넨라이크 라운드 하프 니트_7 COLOR,35100,https://www.musinsa.com/products/3143786,키뮤어,top,both,,,,"254_infront.jpg,254_back.jpg",0.091095604,0.133744076,0.575079322,0.091792442,0.211131856,0.168920472,0.119520046,0.305295289,0.481800526,0.141696408,0.083290614,0.1701103,0.11760354,0.086812608,0.177301526,0.076528102,0.312350363,0.350629181,0.087292239,0.087826744,0.122327283,0.14673464,0.130889952,0.297350168,0.11014206,classic
오버핏 볼륨 워셔블 하프집업 하찌 니트 [네이비],9900,https://www.musinsa.com/products/4274131,리메인세컨드,top,both,,,,"255_infront.jpg,255_back.jpg",0.097462781,0.130405977,0.468656182,0.11648763,0.200381964,0.136246458,0.119954742,0.25691098,0.383881927,0.129193783,0.079223357,0.153163895,0.114625312,0.09481287,0.164371088,0.09717194,0.273413271,0.245530143,0.10065116,0.102144592,0.131000578,0.146511555,0.14204672,0.201823339,0.118594952,classic
[2PACK]쿨 린넨라이크 숏 슬리브 니트 SET,24900,https://www.musinsa.com/products/3202529,커스텀어클락,top,both,,,,"256_infront.jpg,256_back.jpg",0.101866372,0.118033327,0.55527854,0.074062839,0.168382317,0.111242712,0.101655588,0.241542011,0.432976514,0.115817592,0.085237049,0.143567741,0.129842579,0.087477364,0.175677493,0.085075699,0.253457218,0.236820653,0.102101326,0.078363203,0.082149312,0.140306309,0.12628147,0.220757797,0.092974812,classic
소프트 텍스쳐 세미 오버핏 데일리 니트_민트,41300,https://www.musinsa.com/products/3465171,키뮤어,top,male,,,,"257_infront.jpg,257_back.jpg",0.07787744,0.110461406,0.649720252,0.05214813,0.162847385,0.127415583,0.084432043,0.279833466,0.491522968,0.116813444,0.064828701,0.139195487,0.095088892,0.066879973,0.166263103,0.054732822,0.294561863,0.277553171,0.069870949,0.078823075,0.079998091,0.116622284,0.100657053,0.301462978,0.085153982,classic
[with 김무열]M65 니트 필드 자켓 - 3 COLOR,37500,https://www.musinsa.com/products/4340577,수아레,outer,male,,,,"258_infront.jpg,258_back.jpg",0.092604123,0.120819919,0.233778596,0.124367669,0.158151954,0.12013822,0.116884448,0.179511964,0.209184453,0.110674113,0.087957308,0.116192661,0.099584252,0.109466076,0.140472382,0.104974844,0.174321458,0.190916628,0.093072057,0.099013224,0.124664091,0.126111075,0.129293963,0.139965668,0.114677563,classic
커브드 투버튼 블레이저 차콜,79200,https://www.musinsa.com/products/3599552,어반드레스,outer,both,,,,"259_infront.jpg,259_back.jpg",0.063652597,0.079595685,0.184229881,0.066498443,0.079066008,0.07508941,0.062273536,0.118271716,0.146643817,0.070684396,0.070963897,0.07772176,0.071534961,0.068172671,0.091582052,0.072767556,0.11280816,0.09862145,0.067223586,0.064540789,0.071969703,0.077343717,0.077464931,0.094743975,0.068120077,classic
릴렉스드 리브드 라운드 넥 가디건 [블랙],67790,https://www.musinsa.com/products/2815323,musinsa standard,top,male,,,,"260_infront.jpg,260_back.jpg",0.090186514,0.124499455,0.41077444,0.130304709,0.196386874,0.124359034,0.120319828,0.22751601,0.317420542,0.122698329,0.079270847,0.139341772,0.104819268,0.096624687,0.160687059,0.094640143,0.246715754,0.269597292,0.095496759,0.103460446,0.123916768,0.14050442,0.135236159,0.188723236,0.116860375,classic
헤비웨이트 CP 워크 재킷 [베이지],71890,https://www.musinsa.com/products/3790839,musinsa standard,outer,male,,,,"262_infront.jpg,262_back.jpg",0.052440878,0.073904879,0.158451617,0.062374339,0.074301846,0.070902862,0.060193405,0.112533294,0.144010544,0.066596687,0.062029738,0.076578788,0.063258871,0.061233249,0.078171298,0.062305313,0.107114039,0.100654006,0.058926415,0.060500178,0.064052433,0.06743113,0.068920642,0.102418855,0.056422304,classic
에센셜 크루 넥 니트 [토프],37390,https://www.musinsa.com/products/4387520,musinsa standard,top,male,,,,"263_infront.jpg,263_back.jpg",0.122361541,0.161507592,0.559091389,0.102157667,0.225128904,0.188979357,0.143428013,0.310028315,0.440358073,0.159565508,0.095485412,0.188126877,0.137947842,0.11011745,0.201663733,0.092895187,0.299549013,0.298385382,0.121095181,0.143378064,0.135471553,0.17222409,0.165834576,0.291723967,0.134515673,classic
미니멀 크루 넥 니트 [블랙],62890,https://www.musinsa.com/products/1628939,musinsa standard,top,male,,,,"264_infront.jpg,264_back.jpg",0.085065208,0.119402438,0.435652703,0.096974649,0.170723841,0.115050174,0.102300353,0.227918461,0.353860945,0.1089902,0.06913913,0.133596241,0.106509469,0.089435801,0.149476185,0.079096012,0.239041701,0.230050623,0.081212282,0.092065878,0.10318011,0.123353682,0.121276945,0.199069351,0.109194525,classic
푸마 클럽 2 에라 - 핑크 / 397447-39,39990,https://www.musinsa.com/products/4597697,푸마,shoes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼바 LT - 블랙 / JI2707,133990,https://www.musinsa.com/products/4759921,adidas,shoes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올드스쿨 - 데님 블루:마쉬멜로우 / VN000D7Z7Z21,79900,https://www.musinsa.com/products/4761739,반스,shoes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(남성) 링컨 4 - 포레스트 리첸:유칼립투스 / 1155130-FLY,159000,https://www.musinsa.com/products/4726823,호카,shoes,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올드스쿨 - 데님 블랙:마쉬멜로우 / VN000D7ZBPR1,79990,https://www.musinsa.com/products/4761740,반스,shoes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
